COFs_name,LCD(Å),PLD(Å),Density(g/cm3),SA(m2/g),PV(cm3/g),VF(-),ST(-),C%,H%,N%,O%,S%,Halogen%,Metalloid%,Metal%,N-to-O,TDU,DUC,TE,AWE,N_H2S(mol/kg),D_H2S(10^-8 m2/s),P_H2S(10^4 Barrer)
18110N2.cif,16.51788,16.15375,0.687086,1700.09,0.971407,0.645028,0,0.595744681,0.361702128,0.042553191,0,0,0,0,0,0,153,0.683035714,0.042553191,0.129361702,17.52489336,0.194279785,4.506996454
08013N2.cif,14.70932,14.32867,0.737315,1698.86,0.891478,0.645909,0,0.5,0.2,0,0.2,0,0,0.1,0,0,49,0.816666667,0.2,0.688,16.42907847,0.192150026,4.490478356
19190N2.cif,11.88222,11.38463,0.574363,2909.5,1.24378,0.656834,0,0.534246575,0.383561644,0.02739726,0.02739726,0,0.02739726,0,0,1,189,0.605769231,0.082191781,0.264109589,19.86832296,0.200058847,4.478943695
19270N2.cif,15.40875,15.16595,0.615922,2030.53,1.14667,0.627515,0,0.577777778,0.325925926,0.059259259,0,0.02962963,0,0,0.007407407,0,109,0.698717949,0.059259259,0.180148148,18.16490479,0.211824166,4.4419433
19040N2.cif,13.81042,13.32415,0.716222,1747.53,0.927506,0.609122,0,0.571428571,0.306122449,0.040816327,0.06122449,0,0,0,0.020408163,0.666666667,161,0.71875,0.102040816,0.334693878,17.4156404,0.195259082,4.431157488
21060N2.cif,24.45582,24.16775,0.617355,1546.34,1.12373,0.598898,0,0.529411765,0.352941176,0.088235294,0.029411765,0,0,0,0,3,136,0.62962963,0.117647059,0.369411765,6.59976059,0.607744014,4.429464799
20090N2.cif,15.58162,15.30411,0.611145,2044.65,1.11342,0.629672,0,0.578947368,0.368421053,0.052631579,0,0,0,0,0,0,117,0.664772727,0.052631579,0.16,19.00572451,0.202230165,4.417774666
19140N2.cif,14.0117,13.66316,0.910414,1412.83,0.659458,0.533438,0,0.666666667,0.133333333,0.066666667,0.133333333,0,0,0,0,0.5,106,0.883333333,0.2,0.661333333,10.24627992,0.296501001,4.406865623
21730N3.cif,14.68867,14.55907,0.725204,1733.47,0.905318,0.660764,1,0.586206897,0.310344828,0.034482759,0.068965517,0,0,0,0,0.5,442,0.722222222,0.103448276,0.342068966,17.71382976,0.173123103,4.389232734
14010N2.cif,14.5452,14.30169,0.628561,2006.37,1.10392,0.630474,0,0.596774194,0.338709677,0.032258065,0,0.032258065,0,0,0,0,105,0.709459459,0.032258065,0.098064516,18.29453873,0.201518587,4.363809027
16171N2.cif,17.56245,17.18023,0.641115,1844.99,1.10127,0.653303,0,0.595744681,0.276595745,0.042553191,0,0,0.085106383,0,0,0,153,0.683035714,0.127659574,0.468085106,22.85583655,0.152370937,4.356767663
19320C2.cif,17.48344,17.18551,0.906931,914.78,0.56743,0.421156,0,0.463414634,0.463414634,0.073170732,0,0,0,0,0,0,106,0.464912281,0.073170732,0.222439024,8.618899501,0.440321704,4.329659062
20091N2.cif,15.15651,15.0233,0.615988,1993.55,1.1094,0.620744,0,0.584415584,0.337662338,0.051948052,0.025974026,0,0,0,0,2,125,0.694444444,0.077922078,0.247272727,18.96540925,0.196813687,4.263014874
12061N2.cif,16.97751,16.6418,0.775717,1392.33,0.855131,0.604658,0,0.543209877,0.197530864,0.098765432,0.098765432,0,0,0.049382716,0.012345679,1,273,0.775568182,0.197530864,0.64,14.92054782,0.201764239,4.2175149
15040N2.cif,12.30214,12.16224,0.758374,1652.08,0.80124,0.589014,0,0.578947368,0.368421053,0.052631579,0,0,0,0,0,0,44.5,0.674242424,0.052631579,0.16,13.04178635,0.241385087,4.200211127
19463N2.cif,8.1264,7.46928,0.596402,2898.89,1.17823,0.696349,0,0.5,0.357142857,0.071428571,0.071428571,0,0,0,0,1,52,0.619047619,0.142857143,0.462857143,23.18784418,0.145486544,4.184694894
20181N2.cif,19.00793,18.58985,0.588678,1879.06,1.23545,0.632524,0,0.548387097,0.290322581,0.064516129,0,0,0.096774194,0,0,0,64,0.62745098,0.161290323,0.581290323,21.97860538,0.170065274,4.157048973
20441N3.cif,10.24517,9.62021,0.736551,1666.86,0.879179,0.577428,1,0.368421053,0.456140351,0.087719298,0.070175439,0,0.01754386,0,0,1.25,38.5,0.305555556,0.175438596,0.563508772,15.70628212,0.206278663,4.115692466
21382N2.cif,11.44724,10.9067,0.799004,1640.75,0.788857,0.620044,0,0.557142857,0.342857143,0.057142857,0,0.042857143,0,0,0,0,53,0.679487179,0.057142857,0.173714286,13.93553331,0.198278317,4.088696089
16201N2.cif,12.95641,12.03827,0.596112,2360.66,1.24027,0.626188,0,0.428571429,0.285714286,0.071428571,0.178571429,0.035714286,0,0,0,0.4,46,0.638888889,0.25,0.831428571,18.56369686,0.195409067,4.044420791
20672N2.cif,16.06175,15.94271,0.618931,1927.98,1.10164,0.614745,0,0.607142857,0.357142857,0.035714286,0,0,0,0,0,0,142,0.696078431,0.035714286,0.108571429,18.18335593,0.195070033,4.031033324
19481N2.cif,16.63866,16.07794,0.702418,1726.87,0.921816,0.55601,0,0.525,0.4,0.05,0,0,0.025,0,0,0,145,0.575396825,0.075,0.2515,14.19369,0.242809129,4.020250479
16420N2.cif,16.9452,16.60334,0.753397,1434.61,0.84638,0.524342,0,0.458333333,0.375,0.083333333,0.083333333,0,0,0,0,1,73,0.553030303,0.166666667,0.54,13.49734387,0.249857815,3.979186854
19491N2.cif,12.12428,11.69722,0.570357,2408.28,1.22313,0.60263,0,0.575342466,0.383561644,0.04109589,0,0,0,0,0,0,110,0.654761905,0.04109589,0.124931507,17.91880229,0.215911273,3.971882292
11010N2.cif,12.55788,12.18247,0.904977,1261.01,0.685012,0.588265,0,0.536585366,0.146341463,0.146341463,0.097560976,0.024390244,0,0.048780488,0,1.5,281,0.798295455,0.240963855,0.771084337,12.3510863,0.201346729,3.954347553
20620N2.cif,12.95862,12.4688,0.719234,1587.58,0.883106,0.538121,0,0.530612245,0.367346939,0.06122449,0.040816327,0,0,0,0,1.5,98.5,0.631410256,0.102040816,0.326530612,13.93834376,0.244867034,3.945537654
18134N3.cif,13.6119,13.19498,0.54766,2690.47,1.32162,0.688561,1,0.56779661,0.36440678,0.06779661,0,0,0,0,0,0,88,0.656716418,0.06779661,0.206101695,22.86846014,0.153094857,3.943351743
19380N2.cif,18.53359,18.07182,0.569857,1972.47,1.24238,0.616957,0,0.58,0.36,0.06,0,0,0,0,0,0,155,0.668103448,0.06,0.1824,19.72703262,0.190295231,3.942076081
19031N2.cif,8.57775,7.55574,0.724467,2514.21,0.921311,0.558794,0,0.446808511,0.319148936,0.127659574,0.085106383,0,0.021276596,0,0,1.5,70,0.555555556,0.234042553,0.743829787,13.85295757,0.234521628,3.928351101
18150N2.cif,13.78326,13.45082,0.92742,1334.76,0.66134,0.549783,0,0.553846154,0.169230769,0.092307692,0.092307692,0,0.092307692,0,0,1,53,0.736111111,0.276923077,0.889846154,12.11823772,0.212270989,3.917530852
20168N2.cif,23.57253,23.27554,0.642832,1506.85,1.03396,0.545326,0,0.563636364,0.372727273,0.036363636,0.027272727,0,0,0,0,1.333333333,163,0.657258065,0.063636364,0.204363636,5.186190571,0.712935494,3.871390243
16010N2.cif,14.33808,13.94958,0.750297,1703.6,0.867976,0.650165,0,0.5,0.2,0,0.2,0,0,0.1,0,0,49,0.816666667,0.2,0.688,15.98927769,0.166113358,3.869944608
11020N2.cif,15.98839,15.60159,0.572273,2199.53,1.23682,0.619224,0,0.545454545,0.363636364,0.090909091,0,0,0,0,0,0,46,0.638888889,0.090909091,0.276363636,20.27764758,0.179357188,3.849478907
20240C2.cif,13.1928,12.87346,0.861613,1360.68,0.681118,0.518956,0,0.64,0.2,0.16,0,0,0,0,0,0,101,0.7890625,0.158415842,0.481584158,10.49830783,0.274245832,3.845179957
13120N2.cif,13.74602,13.41737,0.630497,1932.92,1.07731,0.593087,0,0.582089552,0.358208955,0.059701493,0,0,0,0,0,0,53,0.679487179,0.059701493,0.181492537,16.47945724,0.208629042,3.840021434
20571N3.cif,9.85367,8.34107,0.505453,3127.44,1.45161,0.674538,1,0.546391753,0.371134021,0.082474227,0,0,0,0,0,0,133,0.627358491,0.082474227,0.250721649,19.71178818,0.190539623,3.824838251
19353N2.cif,13.44179,13.25875,0.651469,1915.15,1.02102,0.619725,0,0.638888889,0.333333333,0.027777778,0,0,0,0,0,0,135,0.733695652,0.027777778,0.084444444,17.72498902,0.17881715,3.822103688
21712N2.cif,16.9478,16.60136,0.841107,927.94,0.700886,0.468026,0,0.458333333,0.375,0.083333333,0.041666667,0.041666667,0,0,0,2,73,0.553030303,0.125,0.396666667,8.638932124,0.373076987,3.789608103
20161N2.cif,23.75775,23.46285,0.642119,1505.72,1.03458,0.545866,0,0.567567568,0.378378378,0.027027027,0.027027027,0,0,0,0,1,166,0.658730159,0.054054054,0.175135135,5.328683627,0.676230358,3.772512748
22010N2.cif,14.76,14.44648,0.794048,1698.8,0.735523,0.486746,0,0.366666667,0.5,0.066666667,0.066666667,0,0,0,0,1,37,0.28030303,0.133333333,0.432,10.12154007,0.322221008,3.764992786
21032N2.cif,20.31958,19.91146,0.645573,1570.5,1.06073,0.662611,0,0.592592593,0.37037037,0.037037037,0,0,0,0,0,0,130,0.677083333,0.037037037,0.112592593,18.57057527,0.158080956,3.750796146
21072N2.cif,14.01495,13.62531,0.80652,1556.26,0.809478,0.610574,0,0.580645161,0.193548387,0.096774194,0.129032258,0,0,0,0,0.75,58,0.805555556,0.225806452,0.738064516,14.64228495,0.172073337,3.705872161
16180C2.cif,15.2073,15.00037,0.583908,2121.7,1.19115,0.570471,0,0.514285714,0.4,0.014285714,0.057142857,0,0,0.014285714,0,0.25,88,0.611111111,0.071428571,0.24,17.01187097,0.217688381,3.68451117
19145N2.cif,14.51615,14.17649,0.917661,1269.4,0.639452,0.520802,0,0.588235294,0.235294118,0.058823529,0.117647059,0,0,0,0,0.5,94,0.783333333,0.176470588,0.583529412,10.37547101,0.248069721,3.674100646
21030N2.cif,19.57498,19.15096,0.644963,1482.73,1.03296,0.565297,0,0.592592593,0.37037037,0.037037037,0,0,0,0,0,0,130,0.677083333,0.037037037,0.112592593,16.02193988,0.209183404,3.649794031
13075N2.cif,15.59333,15.27988,0.82531,1336.61,0.773576,0.56683,0,0.5,0.25,0.083333333,0.083333333,0,0.083333333,0,0,1,46,0.638888889,0.25,0.871666667,13.84783688,0.186021139,3.599388501
16041N2.cif,13.07656,12.71309,0.572642,2434.32,1.22666,0.652962,0,0.568965517,0.379310345,0.051724138,0,0,0,0,0,0,86,0.651515152,0.051724138,0.157241379,19.65471347,0.161747699,3.550507901
12001N2.cif,13.76832,13.37953,0.779579,1546.71,0.780036,0.532104,0,0.466666667,0.4,0.066666667,0.066666667,0,0,0,0,1,46,0.547619048,0.133333333,0.432,13.34716422,0.212639377,3.516445578
15243N2.cif,5.96509,4.99182,0.657098,3301.49,1.0042,0.629456,0,0.512195122,0.414634146,0.073170732,0,0,0,0,0,0,71.5,0.567460317,0.073170732,0.222439024,14.80594482,0.192064499,3.513122528
21511N3.cif,9.00228,8.06856,0.611472,2997.5,1.0985,0.603312,1,0.479591837,0.459183673,0.040816327,0.020408163,0,0,0,0,2,95,0.505319149,0.06122449,0.194285714,17.6299894,0.180537129,3.507128449
14000N2.cif,11.56182,11.13457,0.68102,2007.08,0.954803,0.585084,0,0.5,0.333333333,0.166666667,0,0,0,0,0,0,22,0.611111111,0.166666667,0.506666667,16.25403698,0.181258764,3.506330873
20443N3.cif,10.12872,9.50351,0.754281,1453.61,0.844804,0.547421,1,0.362068966,0.448275862,0.086206897,0.086206897,0,0.017241379,0,0,1,38.5,0.305555556,0.189655172,0.613103448,13.23746948,0.214713489,3.505366839
20162N2.cif,23.46924,23.1796,0.655335,1463.93,1.00651,0.537346,0,0.583333333,0.361111111,0.027777778,0.027777778,0,0,0,0,1,172,0.682539683,0.055555556,0.18,5.219380264,0.635796184,3.490348484
18070N2.cif,17.17805,16.82414,0.776836,1712.86,0.765954,0.483862,0,0.522727273,0.386363636,0.045454545,0.045454545,0,0,0,0,1,169,0.612318841,0.090909091,0.294545455,10.16803803,0.300300301,3.428138345
09000N3.cif,9.35856,9.26179,0.545319,3250,1.33456,0.709376,1,0.561643836,0.383561644,0.054794521,0,0,0,0,0,0,105,0.640243902,0.054794521,0.166575342,23.90508671,0.122405282,3.380898663
15242N2.cif,15.43792,14.94592,0.688967,1581.12,0.940596,0.524996,0,0.512195122,0.414634146,0.073170732,0,0,0,0,0,0,71.5,0.567460317,0.073170732,0.222439024,13.02617931,0.239461209,3.369932391
13077N2.cif,11.4484,11.09827,0.960862,1251.93,0.608183,0.529578,0,0.461538462,0.269230769,0.115384615,0.153846154,0,0,0,0,0.75,47.5,0.659722222,0.269230769,0.88,10.33909209,0.211926428,3.330220771
19290N2.cif,17.43403,17.14271,0.612692,2295.65,1.1329,0.664715,0,0.5875,0.375,0.0375,0,0,0,0,0,0,376,0.666666667,0.0375,0.114,19.21248372,0.141274002,3.301702961
13060N2.cif,13.01888,12.50547,0.618866,2035.61,1.1058,0.588915,0,0.594594595,0.351351351,0.054054054,0,0,0,0,0,0,121,0.6875,0.054054054,0.164324324,18.38468535,0.1642665,3.28752449
19271N2.cif,8.23258,6.14233,0.653353,2639.97,1.06273,0.713288,0,0.577777778,0.325925926,0.059259259,0,0.02962963,0,0,0.007407407,0,109,0.698717949,0.059259259,0.180148148,19.26225053,0.122295199,3.279017951
16181C2.cif,17.20432,16.60404,0.5423,2383.53,1.32558,0.6328,0,0.576271186,0.338983051,0,0.06779661,0,0,0.016949153,0,0,97,0.713235294,0.066666667,0.229333333,25.19244107,0.126166133,3.25786938
21550N3.cif,8.47286,7.41575,0.811375,1742.67,0.722477,0.569191,1,0.954545455,0,0.045454545,0,0,0,0,0,0,84,1,0.045454545,0.138181818,12.90984991,0.175628814,3.127599669
20350N2.cif,13.2482,12.75158,0.765031,1491.64,0.847495,0.585629,0,0.582278481,0.329113924,0.075949367,0,0,0,0,0.012658228,0,127,0.690217391,0.075949367,0.230886076,13.88580348,0.167912561,3.120113259
19123N2.cif,7.78938,7.19661,0.619941,2100.56,1.12691,0.606399,0,0.421052632,0.368421053,0.105263158,0.105263158,0,0,0,0,1,49,0.510416667,0.210526316,0.682105263,14.46731005,0.189879771,3.08453623
19100N2.cif,7.12861,6.42036,0.852919,1352.99,0.730292,0.668906,0,0.714285714,0.142857143,0,0.142857143,0,0,0,0,0,109,0.908333333,0.142857143,0.491428571,13.95239936,0.129288989,3.073957576
20520N3.cif,12.89769,12.60206,0.680943,1878.3,0.898842,0.517656,1,0.6,0.36,0.04,0,0,0,0,0,0,124,0.688888889,0.04,0.1216,12.34436186,0.236366836,3.072003804
16200N2.cif,12.96834,11.983,0.733503,1922.45,0.95138,0.598736,0,0.375,0.25,0.0625,0.25,0.0625,0,0,0,0.25,46,0.638888889,0.3125,1.05,14.96933642,0.156148322,3.066137927
21680N2.cif,11.60726,11.45019,0.872501,1358.9,0.631541,0.538235,0,0.59375,0.375,0.03125,0,0,0,0,0,0,103,0.677631579,0.03125,0.095,11.51572681,0.186196558,3.007567756
20362N2.cif,11.16169,10.67749,0.780807,1440.54,0.761443,0.496638,0,0.619047619,0.333333333,0.047619048,0,0,0,0,0,0,56.5,0.724358974,0.047619048,0.144761905,10.90041612,0.237336492,2.996441415
21071N2.cif,14.32254,13.93346,0.835057,1468.99,0.780114,0.606104,0,0.5625,0.1875,0.09375,0.15625,0,0,0,0,0.6,58,0.805555556,0.25,0.8225,14.81685685,0.132747816,2.973454471
15220N2.cif,11.19018,10.72475,0.764041,1668.7,0.817574,0.575285,0,0.588235294,0.294117647,0.117647059,0,0,0,0,0,0,43,0.716666667,0.117647059,0.357647059,13.11639035,0.171062442,2.945664391
20230N2.cif,14.11905,13.84176,0.658341,1835.42,1.0075,0.583821,0,0.595238095,0.357142857,0.047619048,0,0,0,0,0,0,137,0.685,0.047619048,0.144761905,16.31646969,0.156529441,2.932023171
18031N2.cif,11.6937,10.85254,0.650729,2152.6,1.01016,0.634725,0,0.573333333,0.373333333,0.026666667,0.026666667,0,0,0,0,1,229,0.665697674,0.053333333,0.1728,17.11461334,0.136949527,2.89153162
21035N2.cif,9.59384,9.45338,0.780658,1696.72,0.784876,0.620265,0,0.592592593,0.37037037,0.037037037,0,0,0,0,0,0,87,0.6796875,0.037037037,0.112592593,12.55889178,0.159131354,2.890411766
21021N2.cif,6.66131,5.64465,0.619388,3321.72,1.08029,0.685275,0,0.5,0.4625,0.0375,0,0,0,0,0,0,42.5,0.53125,0.0375,0.114,17.74723322,0.12826915,2.885991854
21560N3.cif,8.5385,8.39348,0.804278,1542.89,0.770604,0.514376,1,0.6,0.28,0.04,0,0.08,0,0,0,0,181,0.754166667,0.04,0.1216,10.29006241,0.22444933,2.853893477
13076N2.cif,14.90134,14.60213,1.01852,1080.33,0.584415,0.528065,0,0.5,0.166666667,0.083333333,0.083333333,0,0.166666667,0,0,1,46,0.638888889,0.333333333,1.203333333,11.45926936,0.154887979,2.851321161
20172N2.cif,11.33952,11.03237,0.76071,1430.65,0.821838,0.520388,0,0.510204082,0.367346939,0.040816327,0.040816327,0.040816327,0,0,0,1,125,0.625,0.081632653,0.264489796,11.36374879,0.21135022,2.839783803
17040N2.cif,12.95632,12.51715,0.736546,1578.94,0.846655,0.561787,0,0.594594595,0.351351351,0.054054054,0,0,0,0,0,0,241,0.684659091,0.054054054,0.164324324,14.08073488,0.162616713,2.829935988
19260N2.cif,11.16368,10.84179,0.781933,1474.97,0.76733,0.49416,0,0.586206897,0.310344828,0.103448276,0,0,0,0,0,0,48,0.705882353,0.103448276,0.314482759,10.84614839,0.225358629,2.82098914
08012N2.cif,12.73227,12.23712,0.736984,1910.32,0.864605,0.541789,0,0.461538462,0.307692308,0,0.153846154,0,0,0.076923077,0,0,49,0.680555556,0.153846154,0.529230769,16.25909021,0.142163168,2.756678551
19490N2.cif,9.88561,9.62787,0.681481,1954.21,0.93784,0.552084,0,0.587301587,0.365079365,0.047619048,0,0,0,0,0,0,100,0.675675676,0.047619048,0.144761905,14.25712638,0.171988488,2.755528089
19341N2.cif,10.08199,9.59196,0.83812,1466.1,0.696798,0.536398,0,0.578947368,0.368421053,0.052631579,0,0,0,0,0,0,44.5,0.674242424,0.052631579,0.16,11.3893092,0.178586814,2.731207377
20501N3.cif,8.53839,5.1108,0.796833,1890.77,0.792462,0.613053,1,0.529411765,0.294117647,0.058823529,0.117647059,0,0,0,0,0.5,151,0.699074074,0.176470588,0.583529412,13.74611663,0.133525495,2.678083456
21070N2.cif,14.59786,14.22283,0.848808,1388.07,0.746859,0.562647,0,0.545454545,0.181818182,0.090909091,0.181818182,0,0,0,0,0.5,58,0.805555556,0.272727273,0.901818182,13.09840265,0.142924426,2.670452244
18132N3.cif,8.97859,8.87995,0.735312,1892.53,0.854331,0.627722,1,0.561643836,0.383561644,0.054794521,0,0,0,0,0,0,105,0.640243902,0.054794521,0.166575342,13.2470698,0.145451063,2.656380465
20442N3.cif,9.86897,9.55392,0.667311,1963.87,1.00367,0.588781,1,0.365079365,0.476190476,0.079365079,0.063492063,0,0.015873016,0,0,1.25,38.5,0.278985507,0.158730159,0.50984127,16.40711616,0.137494237,2.647362228
20670N3.cif,15.06435,14.69961,0.746918,1578.51,0.823812,0.557202,1,0.61589404,0.357615894,0.026490066,0,0,0,0,0,0,66,0.709677419,0.026490066,0.080529801,14.10878678,0.149900565,2.629015105
20030N2.cif,17.87167,17.55312,0.772632,1150.51,0.78252,0.431697,0,0.408163265,0.387755102,0.081632653,0.102040816,0,0,0.020408163,0,0.8,115,0.479166667,0.183673469,0.599183673,9.585676665,0.271700544,2.594654618
15161N2.cif,15.85081,15.35482,0.612989,1705.4,1.07875,0.515899,0,0.489361702,0.489361702,0.021276596,0,0,0,0,0,0,68.5,0.496376812,0.021276596,0.064680851,14.31306399,0.191261396,2.585781663
13142N2.cif,12.71089,12.36425,0.917041,1204.53,0.633996,0.528709,0,0.428571429,0.142857143,0,0.142857143,0.142857143,0,0.142857143,0,0,31,0.861111111,0.142857143,0.491428571,10.16082929,0.175535086,2.582932742
15170N2.cif,10.81126,10.55954,0.806596,1519.14,0.732188,0.513979,0,0.62962963,0.333333333,0.037037037,0,0,0,0,0,0,148,0.725490196,0.037037037,0.112592593,11.8330064,0.172250403,2.523895312
15162N2.cif,12.01319,11.57319,0.770248,1556.73,0.806079,0.549632,0,0.55,0.35,0.05,0.05,0,0,0,0,1,44.5,0.674242424,0.1,0.324,13.41495699,0.145886407,2.474692559
18130N3.cif,9.07194,8.9372,0.733931,1885.01,0.861089,0.629637,1,0.561643836,0.383561644,0.054794521,0,0,0,0,0,0,105,0.640243902,0.054794521,0.166575342,13.09805109,0.136310681,2.464317107
21421N2.cif,12.72508,12.04475,0.650792,1954.08,1.0112,0.575009,0,0.565217391,0.369565217,0.065217391,0,0,0,0,0,0,135,0.649038462,0.065217391,0.19826087,16.6512653,0.132022702,2.457125028
22041N2.cif,10.71529,10.57759,0.933183,1053.09,0.5777,0.436111,0,0.64,0.32,0.04,0,0,0,0,0,0,189,0.73828125,0.04,0.1216,8.12253186,0.248263758,2.451224891
21034N2.cif,9.46002,9.31933,0.78137,1693.12,0.781653,0.622872,0,0.592592593,0.37037037,0.037037037,0,0,0,0,0,0,87,0.6796875,0.037037037,0.112592593,12.50525211,0.134083204,2.437456779
19144N2.cif,14.40865,14.06447,1.00926,1115.77,0.566873,0.464286,0,0.588235294,0.176470588,0,0.235294118,0,0,0,0,0,103,0.858333333,0.235294118,0.809411765,9.90482553,0.171661437,2.37970309
16410C2.cif,10.55425,10.03477,0.933073,1333.28,0.619244,0.439965,0,0.509433962,0.377358491,0.056603774,0.037735849,0,0.018867925,0,0,1.5,95.5,0.589506173,0.113207547,0.357735849,8.661006945,0.219120513,2.327017901
21422N2.cif,11.51494,10.97887,0.682504,1790.89,0.923072,0.526077,0,0.538461538,0.403846154,0.057692308,0,0,0,0,0,0,135,0.602678571,0.057692308,0.175384615,13.32763952,0.161968693,2.315012716
21271N3.cif,8.15208,5.77182,0.720061,2337.17,0.854539,0.537878,1,0.58677686,0.380165289,0.033057851,0,0,0,0,0,0,377,0.663732394,0.033057851,0.100495868,12.99790597,0.150357434,2.260819649
10000N2.cif,10.99477,10.55911,0.904999,1253.72,0.613349,0.460299,0,0.6,0.3,0.1,0,0,0,0,0,0,52,0.722222222,0.1,0.304,9.523776596,0.189422767,2.244626352
16500N2.cif,12.07235,11.68187,0.92111,1575.15,0.649803,0.505117,0,0.5,0.166666667,0.25,0,0.083333333,0,0,0,0,52,0.722222222,0.25,0.76,11.47549372,0.140010279,2.232797478
16230N2.cif,12.37,11.93487,0.792045,1485.28,0.786243,0.540122,0,0.526315789,0.315789474,0.105263158,0.052631579,0,0,0,0,2,40,0.666666667,0.157894737,0.501052632,12.05608295,0.142192447,2.190478685
21480N2.cif,13.01052,12.37536,0.841932,1282.29,0.756165,0.463761,0,0.410714286,0.285714286,0.071428571,0.071428571,0,0.160714286,0,0,1,58,0.420289855,0.303571429,1.1025,12.22275659,0.151583529,2.16076217
20420N2.cif,12.1459,11.7271,0.905073,1095.44,0.639551,0.410059,0,0.666666667,0.166666667,0.083333333,0.083333333,0,0,0,0,1,82,0.854166667,0.166666667,0.54,7.247301894,0.266711868,2.142709044
09010N2.cif,13.70782,13.33522,0.869092,1309.91,0.651922,0.488524,0,0.571428571,0.285714286,0,0.071428571,0,0,0.071428571,0,0,73,0.760416667,0.071428571,0.245714286,10.47648702,0.160384235,2.130804303
20421N2.cif,12.27828,11.85435,0.893068,1234.93,0.653478,0.432258,0,0.666666667,0.166666667,0.083333333,0.083333333,0,0,0,0,1,82,0.854166667,0.166666667,0.54,8.423158228,0.218812523,2.125148345
21371N2.cif,9.28245,8.78201,0.82562,1494.92,0.708655,0.488777,0,0.5,0.333333333,0.166666667,0,0,0,0,0,0,22,0.611111111,0.166666667,0.506666667,9.511832348,0.185043079,2.121497632
20411N2.cif,9.26592,8.3913,0.64527,2475.73,1.03718,0.55607,0,0.511111111,0.4,0.044444444,0.044444444,0,0,0,0,1,109,0.592391304,0.088888889,0.288,14.77121711,0.132621091,2.099492695
19431N2.cif,12.86042,12.34923,0.796818,1523.32,0.769862,0.612629,0,0.617647059,0.352941176,0.029411765,0,0,0,0,0,0,119,0.708333333,0.029411765,0.089411765,14.50221637,0.098634912,2.085625265
19461N2.cif,6.39554,5.54899,0.694444,2031.56,0.934907,0.627326,0,0.52173913,0.347826087,0.086956522,0.043478261,0,0,0,0,2,46,0.638888889,0.130434783,0.413913043,17.86060666,0.089088501,2.07044133
17230N2.cif,9.80037,9.49049,0.819474,1350.51,0.704891,0.471486,0,0.559322034,0.372881356,0.06779661,0,0,0,0,0,0,85,0.643939394,0.06779661,0.206101695,9.038590781,0.198338923,2.068841437
20652N2.cif,9.79025,9.18505,0.904244,1538.77,0.639916,0.520594,0,0.56097561,0.317073171,0.073170732,0,0,0.048780488,0,0,0,89.5,0.648550725,0.12195122,0.396585366,11.57770425,0.125834836,2.048437333
18023N3.cif,11.09613,9.65747,0.621838,2278.2,1.07819,0.538911,1,0.531914894,0.425531915,0.042553191,0,0,0,0,0,0,59,0.59,0.042553191,0.129361702,14.75511456,0.136475492,2.01560818
20031N2.cif,16.09988,15.64103,0.799548,1237.63,0.737066,0.439893,0,0.431372549,0.37254902,0.078431373,0.098039216,0,0,0.019607843,0,0.8,139,0.526515152,0.176470588,0.575686275,9.567315068,0.199819913,2.008329584
16412C2.cif,10.55425,10.03477,0.819044,1601.47,0.723502,0.451309,0,0.509433962,0.377358491,0.056603774,0.037735849,0,0.018867925,0,0,1.5,95.5,0.589506173,0.113207547,0.376981132,10.36300519,0.174696561,1.998783932
21633N2.cif,10.99,10.58604,0.888693,1283.18,0.643935,0.530409,0,0.55,0.35,0.05,0.05,0,0,0,0,1,44.5,0.674242424,0.1,0.324,10.75415968,0.131764591,1.995043609
20142N2.cif,10.41381,9.98995,0.688552,1942.43,0.942268,0.561091,0,0.575757576,0.363636364,0.03030303,0.03030303,0,0,0,0,1,103,0.677631579,0.060606061,0.196363636,15.56379342,0.110010211,1.975754831
20651N3.cif,9.32717,8.71364,0.870706,1435.91,0.656226,0.462459,1,0.533333333,0.355555556,0.066666667,0.022222222,0,0.022222222,0,0,3,45.25,0.628472222,0.111111111,0.367555556,9.143218563,0.178837569,1.966605196
21140N2.cif,11.34279,10.88042,0.778051,1553.03,0.787738,0.53676,0,0.561403509,0.350877193,0.070175439,0.01754386,0,0,0,0,4,43,0.671875,0.087719298,0.273684211,12.04465398,0.130194023,1.956086849
21660N2.cif,7.73885,7.27798,0.973023,1368.83,0.548332,0.46244,0,0.588235294,0.235294118,0.117647059,0,0.058823529,0,0,0,0,46,0.766666667,0.117647059,0.357647059,7.708049838,0.186808575,1.935237944
19350N2.cif,11.47456,11.29339,0.754705,1626.45,0.819711,0.586387,0,0.617647059,0.352941176,0.029411765,0,0,0,0,0,0,119,0.708333333,0.029411765,0.089411765,14.8982399,0.098091442,1.93171119
13040N3.cif,8.45219,8.28728,0.70169,1797.36,0.894896,0.473173,1,0.569892473,0.387096774,0.043010753,0,0,0,0,0,0,137,0.646226415,0.043010753,0.130752688,10.1368647,0.190639335,1.916443225
20272C2.cif,10.74822,10.29935,0.860498,1376.86,0.684418,0.486638,0,0.471698113,0.339622642,0.169811321,0,0,0.018867925,0,0,0,27.5,0.55,0.188679245,0.575849057,10.47793366,0.145123219,1.901879439
20141N2.cif,9.86201,9.37472,0.706503,1798.39,0.895736,0.511833,0,0.555555556,0.388888889,0.027777778,0.027777778,0,0,0,0,1,103,0.64375,0.055555556,0.18,12.39161013,0.140595204,1.881720395
